id;day;month;year;N1;N2;N3;N4;N5
4810;06;11;2019;1;6;32;35;38
4809;05;11;2019;23;24;28;29;33
4808;04;11;2019;6;19;26;33;36
4807;03;11;2019;1;9;16;18;32
4806;02;11;2019;2;14;22;24;27
4805;01;11;2019;4;11;27;28;36
4804;31;10;2019;23;26;33;38;42
4803;30;10;2019;6;25;33;34;38
4802;29;10;2019;7;13;19;23;34
4801;28;10;2019;6;18;35;36;42
4800;27;10;2019;2;20;33;35;37
4799;26;10;2019;3;9;14;31;37
4798;25;10;2019;13;19;34;39;41
4797;24;10;2019;2;4;14;25;28
4796;23;10;2019;1;3;6;13;33
4795;22;10;2019;2;5;17;38;40
4794;21;10;2019;2;3;12;18;20
4793;20;10;2019;4;13;14;19;32
4792;19;10;2019;10;23;30;35;40
4791;18;10;2019;8;9;26;27;33
4790;17;10;2019;3;5;10;17;24
4789;16;10;2019;19;21;22;37;39
4788;15;10;2019;5;18;32;38;42
4787;14;10;2019;5;7;8;30;39
4786;13;10;2019;24;26;33;36;37
4785;12;10;2019;7;8;9;20;31
4784;11;10;2019;4;6;14;22;32
4783;10;10;2019;1;23;27;33;35
4782;09;10;2019;8;16;27;32;39
4781;08;10;2019;4;6;19;31;41
4780;07;10;2019;12;14;28;32;41
4779;06;10;2019;15;28;35;37;38
4778;05;10;2019;9;12;16;25;36
4777;04;10;2019;1;12;29;35;37
4776;03;10;2019;5;22;28;32;42
4775;02;10;2019;10;11;17;22;38
4774;01;10;2019;2;16;19;22;25
4773;30;09;2019;25;27;32;36;40
4772;29;09;2019;3;7;12;29;40
4771;28;09;2019;4;13;27;30;35
4770;27;09;2019;8;12;16;24;28
4769;26;09;2019;14;15;25;27;28
4768;25;09;2019;20;30;32;38;39
4767;24;09;2019;18;27;37;38;41
4766;23;09;2019;6;17;23;36;41
4765;22;09;2019;13;22;28;32;35
4764;21;09;2019;1;11;25;26;29
4763;20;09;2019;2;9;24;31;37
4762;19;09;2019;5;20;25;35;38
4761;18;09;2019;15;16;30;33;40
4760;17;09;2019;4;21;24;34;39
4759;16;09;2019;12;21;23;26;40
4758;15;09;2019;13;25;31;32;37
4757;14;09;2019;3;10;13;21;29
4756;13;09;2019;11;12;23;26;38
4755;12;09;2019;2;3;15;16;23
4754;11;09;2019;13;16;22;31;41
4753;10;09;2019;4;14;21;24;31
4752;09;09;2019;7;18;27;28;41
4751;08;09;2019;1;11;12;29;39
4750;07;09;2019;1;19;27;33;35
4749;06;09;2019;4;7;17;21;22
4748;05;09;2019;19;30;31;32;33
4747;04;09;2019;5;13;14;27;32
4746;03;09;2019;16;22;23;24;40
4745;02;09;2019;1;22;25;34;42
4744;01;09;2019;12;22;28;30;40
4743;31;08;2019;22;28;34;38;40
4742;30;08;2019;5;6;16;36;41
4741;29;08;2019;13;18;19;31;35
4740;28;08;2019;1;9;17;19;21
4739;27;08;2019;8;14;18;39;42
4738;26;08;2019;19;21;31;36;37
4737;25;08;2019;3;9;16;20;23
4736;24;08;2019;4;8;17;38;39
4735;23;08;2019;11;14;19;37;41
4734;22;08;2019;4;5;14;21;39
4733;21;08;2019;6;14;16;33;35
4732;20;08;2019;1;5;6;26;30
4731;19;08;2019;2;3;19;29;33
4730;18;08;2019;3;5;30;31;35
4729;17;08;2019;10;12;13;16;18
4728;16;08;2019;5;17;22;23;41
4727;15;08;2019;22;28;30;35;41
4726;14;08;2019;1;3;5;32;33
4725;13;08;2019;2;9;16;21;31
4724;12;08;2019;12;21;25;29;41
4723;11;08;2019;1;8;15;23;27
4722;10;08;2019;10;14;23;29;32
4721;09;08;2019;13;15;22;29;36
4720;08;08;2019;5;16;29;30;32
4719;07;08;2019;12;15;19;24;35
4718;06;08;2019;10;19;22;26;40
4717;05;08;2019;2;14;15;17;33
4716;04;08;2019;22;27;34;38;40
4715;03;08;2019;7;19;31;37;42
4714;02;08;2019;1;6;14;19;40
4713;01;08;2019;10;18;33;36;39
4712;31;07;2019;9;12;25;38;41
4711;30;07;2019;11;12;19;29;30
4710;29;07;2019;16;17;32;34;37
4709;28;07;2019;7;10;17;38;39
4708;27;07;2019;2;8;17;37;39
4707;26;07;2019;20;21;26;28;30
4706;25;07;2019;12;20;26;30;38
4705;24;07;2019;2;17;18;37;38
4704;23;07;2019;1;2;3;16;28
4703;22;07;2019;6;17;18;27;32
4702;21;07;2019;9;10;22;33;38
4701;20;07;2019;3;10;17;24;31
4700;19;07;2019;7;8;11;32;40
4699;18;07;2019;9;25;28;31;34
4698;17;07;2019;7;27;28;35;40
4697;16;07;2019;3;4;8;19;32
4696;15;07;2019;12;17;25;37;38
4695;14;07;2019;17;19;23;25;39
4694;13;07;2019;3;10;15;23;28
4693;12;07;2019;11;14;22;28;30
4692;11;07;2019;7;8;12;29;38
4691;10;07;2019;9;16;28;29;41
4690;09;07;2019;8;18;24;27;33
4689;08;07;2019;6;11;31;38;39
4688;07;07;2019;5;17;18;25;30
4687;06;07;2019;7;15;21;26;34
4686;05;07;2019;2;13;14;25;27
4685;04;07;2019;19;27;35;37;39
4684;03;07;2019;5;12;13;14;25
4683;02;07;2019;10;19;23;28;32
4682;01;07;2019;2;24;26;34;35
4681;30;06;2019;2;8;10;24;28
4680;29;06;2019;5;14;18;20;34
4679;28;06;2019;1;14;33;36;37
4678;27;06;2019;5;20;22;35;40
4677;26;06;2019;4;10;23;31;39
4676;25;06;2019;7;10;14;25;31
4675;24;06;2019;14;17;29;32;42
4674;23;06;2019;2;12;29;33;34
4673;22;06;2019;1;2;9;11;34
4672;21;06;2019;1;11;17;21;28
4671;20;06;2019;5;14;23;32;35
4670;19;06;2019;11;16;33;34;36
4669;18;06;2019;27;33;34;41;42
4668;17;06;2019;4;6;8;13;33
4667;16;06;2019;1;18;27;40;42
4666;15;06;2019;14;22;25;35;42
4665;14;06;2019;4;7;11;38;41
4664;13;06;2019;3;6;21;30;41
4663;12;06;2019;5;10;22;39;40
4662;11;06;2019;5;10;17;25;34
4661;10;06;2019;3;21;31;35;38
4660;09;06;2019;1;8;30;32;35
4659;08;06;2019;2;14;16;29;35
4658;07;06;2019;2;6;11;17;28
4657;06;06;2019;2;12;16;21;28
4656;05;06;2019;4;5;15;25;35
4655;04;06;2019;2;16;21;36;38
4654;03;06;2019;1;15;18;28;34
4653;02;06;2019;4;12;24;28;38
4652;01;06;2019;4;16;21;22;38
4651;31;05;2019;2;3;6;23;32
4650;30;05;2019;8;17;28;29;35
4649;29;05;2019;9;17;21;29;42
4648;28;05;2019;1;5;14;27;35
4647;27;05;2019;3;4;5;6;10
4646;26;05;2019;23;24;35;39;41
4645;25;05;2019;16;17;19;32;37
4644;24;05;2019;11;21;24;35;38
4643;23;05;2019;1;3;19;40;42
4642;22;05;2019;11;19;30;36;41
4641;21;05;2019;2;18;25;31;38
4640;20;05;2019;7;13;15;29;39
4639;19;05;2019;11;15;32;33;40
4638;18;05;2019;5;18;20;34;36
4637;17;05;2019;14;16;22;31;39
4636;16;05;2019;5;13;15;20;24
4635;15;05;2019;7;11;15;19;39
4634;14;05;2019;4;23;33;34;42
4633;13;05;2019;12;28;32;36;39
4632;12;05;2019;4;26;27;29;42
4631;11;05;2019;13;18;29;32;37
4630;10;05;2019;5;17;29;31;32
4629;09;05;2019;16;24;29;38;42
4628;08;05;2019;4;5;8;21;23
4627;07;05;2019;16;21;22;23;37
4626;06;05;2019;4;10;18;24;36
4625;05;05;2019;10;11;19;26;28
4624;04;05;2019;19;26;28;36;39
4623;03;05;2019;5;11;14;26;36
4622;02;05;2019;4;11;16;32;33
4621;01;05;2019;3;20;35;40;42
4620;30;04;2019;2;3;6;12;21
4619;29;04;2019;4;20;31;39;41
4618;28;04;2019;5;11;18;22;31
4617;27;04;2019;3;8;12;24;34
4616;26;04;2019;2;16;19;31;41
4615;25;04;2019;5;12;20;29;39
4614;24;04;2019;2;5;33;39;42
4613;23;04;2019;8;19;21;28;29
4612;22;04;2019;6;11;16;23;32
4611;21;04;2019;9;12;21;24;40
4610;20;04;2019;10;11;21;24;40
4609;19;04;2019;2;14;21;34;41
4608;18;04;2019;9;21;28;34;37
4607;17;04;2019;6;13;18;31;42
4606;16;04;2019;3;21;26;32;38
4605;15;04;2019;12;15;16;19;40
4604;14;04;2019;4;5;10;14;15
4603;13;04;2019;5;18;30;32;40
4602;12;04;2019;9;16;25;26;31
4601;11;04;2019;1;3;8;13;38
4600;10;04;2019;7;8;15;16;32
4599;09;04;2019;4;6;17;29;33
4598;08;04;2019;3;19;32;35;41
4597;07;04;2019;4;6;8;18;30
4596;06;04;2019;16;19;22;24;36
4595;05;04;2019;12;14;28;37;41
4594;04;04;2019;3;9;16;28;30
4593;03;04;2019;1;8;28;37;42
4592;02;04;2019;5;8;17;33;40
4591;01;04;2019;5;6;7;12;23
4590;31;03;2019;4;17;29;31;40
4589;30;03;2019;3;5;13;36;38
4588;29;03;2019;13;18;31;37;41
4587;28;03;2019;5;8;31;34;36
4586;27;03;2019;7;25;33;38;42
4585;26;03;2019;4;20;22;28;38
4584;25;03;2019;17;19;22;28;37
4583;24;03;2019;23;24;37;39;42
4582;23;03;2019;22;23;27;28;32
4581;22;03;2019;9;12;15;23;37
4580;21;03;2019;8;23;26;27;28
4579;20;03;2019;2;16;17;19;41
4578;19;03;2019;8;15;22;24;29
4577;18;03;2019;4;8;35;37;40
4576;17;03;2019;7;30;35;37;42
4575;16;03;2019;1;23;26;29;31
4574;15;03;2019;4;5;26;32;42
4573;14;03;2019;4;8;15;30;34
4572;13;03;2019;10;23;24;27;29
4571;12;03;2019;4;9;29;36;38
4570;11;03;2019;3;16;20;39;42
4569;10;03;2019;7;10;13;21;29
4568;09;03;2019;4;8;26;29;38
4567;08;03;2019;4;22;26;27;30
4566;07;03;2019;13;16;36;37;41
4565;06;03;2019;3;13;20;25;33
4564;05;03;2019;11;15;35;37;40
4563;04;03;2019;1;33;37;39;42
4562;03;03;2019;13;24;28;30;37
4561;02;03;2019;2;5;20;30;34
4560;01;03;2019;4;13;19;22;28
4559;28;02;2019;10;17;18;21;36
4558;27;02;2019;4;8;15;22;31
4557;26;02;2019;12;25;26;27;39
4556;25;02;2019;1;5;21;22;27
4555;24;02;2019;4;13;31;33;42
4554;23;02;2019;6;14;18;26;39
4553;22;02;2019;10;11;16;24;35
4552;21;02;2019;5;29;31;39;40
4551;20;02;2019;2;15;21;28;36
4550;19;02;2019;3;8;20;24;33
4549;18;02;2019;5;16;23;34;37
4548;17;02;2019;6;18;20;28;42
4547;16;02;2019;4;11;19;37;40
4546;15;02;2019;1;11;16;22;35
4545;14;02;2019;9;18;23;28;37
4544;13;02;2019;4;11;27;32;41
4543;12;02;2019;5;7;9;13;33
4542;11;02;2019;3;14;15;17;22
4541;10;02;2019;7;11;18;26;34
4540;09;02;2019;11;13;21;27;38
4539;08;02;2019;12;14;35;36;38
4538;07;02;2019;15;24;27;31;40
4537;06;02;2019;21;23;26;29;30
4536;05;02;2019;2;6;8;28;36
4535;04;02;2019;11;18;22;27;33
4534;03;02;2019;11;12;22;30;34
4533;02;02;2019;19;23;31;33;38
4532;01;02;2019;3;6;37;38;41
4531;31;01;2019;25;26;30;31;41
4530;30;01;2019;1;4;10;13;15
4529;29;01;2019;3;9;10;24;26
4528;28;01;2019;6;28;29;35;37
4527;27;01;2019;8;16;25;34;36
4526;26;01;2019;10;19;29;31;37
4525;25;01;2019;3;12;33;34;40
4524;24;01;2019;6;12;18;37;40
4523;23;01;2019;14;21;22;37;39
4522;22;01;2019;5;18;36;38;42
4521;21;01;2019;6;25;29;32;37
4520;20;01;2019;16;18;24;30;35
4519;19;01;2019;7;13;24;27;33
4518;18;01;2019;1;18;22;23;29
4517;17;01;2019;11;23;30;34;37
4516;16;01;2019;3;11;23;36;37
4515;15;01;2019;7;27;32;38;42
4514;14;01;2019;4;8;11;17;19
4513;13;01;2019;2;3;5;8;10
4512;12;01;2019;23;26;36;37;40
4511;11;01;2019;4;15;30;38;39
4510;10;01;2019;13;15;18;19;29
4509;09;01;2019;10;11;13;39;42
4508;08;01;2019;1;13;22;32;37
4507;07;01;2019;7;18;22;35;36
4506;06;01;2019;14;20;22;24;27
4505;05;01;2019;1;13;15;29;32
4504;04;01;2019;5;14;20;25;27
4503;03;01;2019;17;25;30;35;41
4502;02;01;2019;5;8;14;29;39
4501;01;01;2019;5;7;18;28;33

