id;day;month;year;N1;N2;N3;N4;N5
5263;26;09;2020;2;10;16;36;39
5262;25;09;2020;7;20;22;26;33
5261;24;09;2020;4;12;16;33;39
5260;23;09;2020;16;21;23;37;38
5259;22;09;2020;1;10;12;21;33
5258;21;09;2020;8;9;17;20;35
5257;20;09;2020;2;7;10;19;35
5256;19;09;2020;4;16;23;31;36
5255;18;09;2020;9;13;14;28;40
5254;17;09;2020;14;22;30;36;40
5253;16;09;2020;12;13;14;15;22
5252;15;09;2020;7;9;12;22;29
5251;14;09;2020;13;26;31;32;33
5250;13;09;2020;6;12;13;20;36
5249;12;09;2020;7;17;22;30;41
5248;11;09;2020;7;19;23;37;41
5247;10;09;2020;4;24;32;35;41
5246;09;09;2020;6;11;16;18;35
5245;08;09;2020;14;20;21;31;35
5244;07;09;2020;1;2;7;11;15
5243;06;09;2020;4;5;9;23;27
5242;05;09;2020;1;2;15;28;32
5241;04;09;2020;10;13;14;18;20
5240;03;09;2020;13;20;28;30;37
5239;02;09;2020;4;9;15;19;28
5238;01;09;2020;3;12;23;36;42
5237;31;08;2020;1;2;26;33;38
5236;30;08;2020;18;20;23;30;40
5235;29;08;2020;2;4;15;24;31
5234;28;08;2020;5;17;25;26;29
5233;27;08;2020;1;23;26;29;37
5232;26;08;2020;20;22;23;36;37
5231;25;08;2020;3;7;18;25;33
5230;24;08;2020;6;9;26;33;40
5229;23;08;2020;7;9;10;30;32
5228;22;08;2020;1;4;12;40;42
5227;21;08;2020;7;17;18;26;31
5226;20;08;2020;5;14;22;37;42
5225;19;08;2020;6;11;15;24;31
5224;18;08;2020;2;4;35;36;37
5223;17;08;2020;18;30;33;37;39
5222;16;08;2020;2;28;33;39;41
5221;15;08;2020;1;13;20;27;39
5220;14;08;2020;19;20;27;38;39
5219;13;08;2020;2;9;26;32;39
5218;12;08;2020;2;15;16;18;30
5217;11;08;2020;10;25;28;41;42
5216;10;08;2020;6;18;19;22;28
5215;09;08;2020;6;13;24;31;40
5214;08;08;2020;16;27;31;34;42
5213;07;08;2020;5;10;24;28;37
5212;06;08;2020;14;21;30;33;41
5211;05;08;2020;5;21;24;36;42
5210;04;08;2020;19;26;30;34;35
5209;03;08;2020;1;9;15;17;31
5208;02;08;2020;11;15;18;20;27
5207;01;08;2020;1;13;15;17;41
5206;31;07;2020;14;17;25;27;36
5205;30;07;2020;15;18;19;35;42
5204;29;07;2020;3;6;14;17;32
5203;28;07;2020;9;29;30;33;34
5202;27;07;2020;7;14;21;24;29
5201;26;07;2020;2;8;17;28;38
5200;25;07;2020;6;12;27;40;41
5199;24;07;2020;3;8;27;39;40
5198;23;07;2020;5;14;23;34;38
5197;22;07;2020;10;24;32;34;37
5196;21;07;2020;1;10;12;25;28
5195;20;07;2020;13;19;27;29;37
5194;19;07;2020;4;6;23;26;41
5193;18;07;2020;7;16;22;27;42
5192;17;07;2020;3;13;15;18;40
5191;16;07;2020;9;18;35;38;40
5190;15;07;2020;4;17;24;28;42
5189;14;07;2020;6;12;22;31;35
5188;13;07;2020;8;14;24;28;32
5187;12;07;2020;3;6;32;33;36
5186;11;07;2020;9;18;22;29;33
5185;10;07;2020;7;8;14;35;41
5184;09;07;2020;5;21;27;39;40
5183;08;07;2020;9;11;23;32;34
5182;07;07;2020;7;14;21;34;39
5181;06;07;2020;1;2;18;31;39
5180;05;07;2020;5;19;30;33;39
5179;04;07;2020;1;2;4;29;36
5178;03;07;2020;7;9;18;28;31
5177;02;07;2020;2;10;15;28;39
5176;01;07;2020;7;10;20;28;32
5175;30;06;2020;6;7;13;23;40
5174;29;06;2020;5;18;25;37;41
5173;28;06;2020;11;19;21;33;42
5172;27;06;2020;3;5;12;16;24
5171;26;06;2020;10;24;25;26;32
5170;25;06;2020;7;14;20;28;34
5169;24;06;2020;1;2;3;16;27
5168;23;06;2020;3;4;13;33;37
5167;22;06;2020;5;17;20;27;30
5166;21;06;2020;3;10;15;16;26
5165;20;06;2020;8;15;26;30;40
5164;19;06;2020;1;13;17;20;23
5163;18;06;2020;1;4;26;31;41
5162;17;06;2020;6;18;28;34;38
5161;16;06;2020;3;9;28;31;40
5160;15;06;2020;14;18;23;36;42
5159;14;06;2020;3;5;9;27;32
5158;13;06;2020;1;22;25;36;39
5157;12;06;2020;17;20;26;30;40
5156;11;06;2020;4;17;23;32;39
5155;10;06;2020;2;11;19;36;37
5154;09;06;2020;4;12;19;25;31
5153;08;06;2020;4;13;14;29;34
5152;07;06;2020;15;16;23;35;42
5151;06;06;2020;7;18;34;36;42
5150;05;06;2020;11;12;28;36;42
5149;04;06;2020;1;3;13;32;34
5148;03;06;2020;5;8;9;34;38
5147;02;06;2020;2;17;22;40;41
5146;01;06;2020;14;15;27;31;40
5145;31;05;2020;4;11;22;26;35
5144;30;05;2020;8;13;20;22;23
5143;29;05;2020;7;11;21;27;40
5142;28;05;2020;2;6;33;36;40
5141;27;05;2020;8;10;26;31;35
5140;26;05;2020;7;9;11;21;27
5139;25;05;2020;12;14;17;23;35
5138;24;05;2020;8;10;14;16;25
5137;23;05;2020;7;17;22;25;30
5136;22;05;2020;6;9;12;22;35
5135;21;05;2020;12;25;26;31;38
5134;20;05;2020;8;9;18;40;42
5133;19;05;2020;3;5;14;30;31
5132;18;05;2020;11;14;30;33;34
5131;17;05;2020;4;14;23;35;36
5130;16;05;2020;2;6;12;26;38
5129;15;05;2020;21;23;32;40;41
5128;14;05;2020;13;14;18;35;39
5127;13;05;2020;6;15;16;22;36
5126;12;05;2020;21;33;35;36;37
5125;11;05;2020;3;24;25;33;36
5124;10;05;2020;6;21;32;35;42
5123;09;05;2020;1;13;27;33;36
5122;08;05;2020;6;12;17;19;22
5121;07;05;2020;4;20;21;29;34
5120;06;05;2020;29;30;31;32;36
5119;05;05;2020;7;11;20;24;39
5118;04;05;2020;5;8;11;23;37
5117;03;05;2020;4;8;15;17;18
5116;02;05;2020;8;12;24;26;36
5115;01;05;2020;9;13;16;26;31
5114;30;04;2020;2;3;4;30;42
5113;29;04;2020;5;12;38;39;40
5112;28;04;2020;15;20;23;41;42
5111;27;04;2020;23;25;28;36;42
5110;26;04;2020;4;12;15;26;31
5109;25;04;2020;9;10;14;20;21
5108;24;04;2020;2;4;5;11;24
5107;23;04;2020;1;6;13;16;37
5106;22;04;2020;3;20;23;25;27
5105;21;04;2020;1;3;9;26;32
5104;20;04;2020;5;6;9;26;27
5103;19;04;2020;21;23;32;36;39
5102;18;04;2020;33;36;38;39;42
5101;17;04;2020;3;17;33;35;36
5100;16;04;2020;21;24;32;37;41
5099;15;04;2020;10;12;15;24;25
5098;14;04;2020;13;21;27;30;37
5097;13;04;2020;11;14;16;29;33
5096;12;04;2020;13;24;32;35;37
5095;11;04;2020;9;12;33;34;41
5094;10;04;2020;7;8;20;30;33
5093;09;04;2020;2;4;5;14;25
5092;08;04;2020;3;9;12;16;33
5091;07;04;2020;1;10;13;22;35
5090;06;04;2020;5;8;13;36;40
5089;05;04;2020;10;16;17;21;22
5088;04;04;2020;9;22;34;35;41
5087;03;04;2020;2;4;12;13;15
5086;02;04;2020;14;22;34;37;42
5085;01;04;2020;16;22;29;36;39
5084;31;03;2020;13;18;19;30;36
5083;30;03;2020;15;16;18;35;40
5082;29;03;2020;12;15;20;33;42
5081;28;03;2020;11;17;22;38;40
5080;27;03;2020;2;9;16;20;38
5079;26;03;2020;4;9;12;29;37
5078;25;03;2020;6;17;23;34;41
5077;24;03;2020;2;7;9;13;18
5076;23;03;2020;5;10;21;24;26
5075;22;03;2020;8;21;30;33;40
5074;21;03;2020;5;7;9;20;37
5073;20;03;2020;15;23;25;33;35
5072;19;03;2020;18;22;28;29;39
5071;18;03;2020;2;7;28;32;40
5070;17;03;2020;7;9;30;34;35
5069;16;03;2020;2;7;20;30;34
5068;15;03;2020;7;10;20;26;39
5067;14;03;2020;6;12;24;27;41
5066;13;03;2020;6;17;26;30;42
5065;12;03;2020;8;25;33;34;39
5064;11;03;2020;11;14;20;28;34
5063;10;03;2020;3;11;21;33;38
5062;09;03;2020;4;13;31;36;41
5061;08;03;2020;3;15;20;24;34
5060;07;03;2020;8;20;33;35;36
5059;06;03;2020;3;5;18;20;31
5058;05;03;2020;1;6;18;31;37
5057;04;03;2020;1;9;17;22;39
5056;03;03;2020;15;22;36;38;42
5055;02;03;2020;6;30;31;35;40
4926;01;03;2020;10;13;22;30;41
4925;29;02;2020;13;26;31;37;40
4924;28;02;2020;2;3;8;20;30
4923;27;02;2020;14;21;23;24;34
4922;26;02;2020;5;7;9;18;27
4921;25;02;2020;10;15;35;37;39
4920;24;02;2020;1;4;29;34;42
4919;23;02;2020;4;6;28;34;41
4918;22;02;2020;5;12;25;28;32
4917;21;02;2020;1;2;6;9;33
4916;20;02;2020;4;7;17;36;38
4915;19;02;2020;18;21;34;38;42
4914;18;02;2020;2;14;15;34;35
4913;17;02;2020;21;22;24;33;38
4912;16;02;2020;3;9;19;36;42
4911;15;02;2020;7;18;20;21;27
4910;14;02;2020;2;4;7;17;27
4909;13;02;2020;1;12;22;27;39
4908;12;02;2020;10;17;20;25;31
4907;11;02;2020;5;12;13;23;42
4906;10;02;2020;13;20;31;37;41
4905;09;02;2020;2;14;15;40;42
4904;08;02;2020;1;7;10;16;22
4903;07;02;2020;7;9;13;19;30
4902;06;02;2020;1;5;28;30;42
4901;05;02;2020;13;19;22;23;25
4900;04;02;2020;4;5;12;17;20
4899;03;02;2020;13;19;23;39;42
4898;02;02;2020;4;5;6;15;39
4897;01;02;2020;2;11;19;35;41
4896;31;01;2020;6;9;13;31;33
4895;30;01;2020;4;27;33;36;39
4894;29;01;2020;7;11;13;20;36
4893;28;01;2020;3;8;10;19;22
4892;27;01;2020;2;22;24;25;35
4891;26;01;2020;17;21;27;35;37
4890;25;01;2020;1;10;12;34;35
4889;24;01;2020;5;10;19;40;41
4888;23;01;2020;5;6;10;12;18
4887;22;01;2020;2;12;13;36;38
4886;21;01;2020;10;14;24;34;38
4885;20;01;2020;6;19;25;31;32
4884;19;01;2020;5;8;13;41;42
4883;18;01;2020;1;18;20;29;37
4882;17;01;2020;2;20;27;29;42
4881;16;01;2020;3;16;25;31;40
4880;15;01;2020;2;4;9;22;38
4879;14;01;2020;10;12;15;17;26
4878;13;01;2020;11;19;28;30;31
4877;12;01;2020;10;15;28;31;42
4876;11;01;2020;3;8;23;31;32
4875;10;01;2020;13;32;37;38;40
4874;09;01;2020;2;10;26;36;38
4873;08;01;2020;12;14;16;20;31
4872;07;01;2020;12;24;29;34;40
4871;06;01;2020;12;27;29;31;37
4870;05;01;2020;14;18;22;32;34
4869;04;01;2020;5;14;18;25;42
4868;03;01;2020;8;20;23;30;38
4867;02;01;2020;25;27;29;30;35
4866;01;01;2020;2;17;21;25;35
"=HYPERLINK(""https://pewniaki.pl"";""Arkusz został wygenerowany na stronie https://pewniaki.pl"")"
